text,therapy,disorder,source,citation
"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very ",Exposure Therapy,Anxiety,huggingface_counseling,
"Patient presents with anticipatory anxiety, specific fear, phobic stimulus, avoidance.",Exposure Therapy,Anxiety,clinical_knowledge_graph,APA Practice Guideline: In vivo exposure for specific phobia
"Patient presents with emotional depletion, burnout, exhaustion, work overload. Patient has tried self-management without success.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,APA: Mindfulness-Based Stress Reduction (MBSR) for occupational burnout
"My wife and I got separated because I asked about her contact with a male friend of hers. The next day, she kicked me out.  She let me move back two days later. Yesterday, she said she wanted a divorce then quickly changed her mind. I asked if the other guy was a factor, but she says it's not my bus",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with survivor guilt, emotional numbing.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018: Trauma-focused EMDR for PTSD — 8-12 sessions
"She constantly tells me what I am doing wrong. For once, I want her to be proud of me. It’s like no matter what I do, she does not have one nice word to say to me. She is always hateful towards me and always has been.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with deadline anxiety, overwhelmed.",Cognitive Behavioral Therapy,Stress,clinical_knowledge_graph,CBT for stress management: problem-solving + cognitive restructuring
I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I told him I liked him. He called me lovely and pretty but he said he didn’t want a relationship. He would always flirt with me.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with trembling, social fear, embarrassment, blushing. This has persisted for several months.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG159: CBT recommended for social anxiety disorder
"Patient presents with chronic depression, treatment-resistant depression, medication side effects. Symptoms are affecting daily functioning.",Medication Management,Depression,clinical_knowledge_graph,NICE CG90: Combination of antidepressant + psychological therapy
"Patient presents with excessive worry, muscle tension. Patient reports significant distress.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG113: CBT recommended as first-line psychological intervention for GAD
"Patient presents with hopelessness, passive suicidal ideation, worthlessness. No prior psychiatric history.",Cognitive Behavioral Therapy,Depression,clinical_knowledge_graph,NICE CG90: CBT for moderate-severe depression
"Patient presents with restlessness, uncontrollable worry. Impact on work and relationships noted.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG113: CBT recommended as first-line psychological intervention for GAD
"Patient presents with lying awake, racing thoughts at night. Previous episode resolved with therapy.",Sleep Therapy,Insomnia,clinical_knowledge_graph,AASM 2021: CBT-I (Cognitive Behavioral Therapy for Insomnia) — first-line
Nothing we've tried has worked so far.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with sleep hygiene problems, caffeine. Patient reports significant distress.",Sleep Therapy,Insomnia,clinical_knowledge_graph,AASM: Sleep hygiene education as component of CBT-I
"We have been together over a year. We spend time together every day no matter how busy. He started to be unusually fatigued and losing weight. He also began to be distant and sexually selfish. We had a argument, and he confided he has late stage stomach cancer. He wont treat it.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with sleep onset delay, concentration difficulties. This has persisted for several months.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,DSM-5 GAD criteria + NICE step-care model
"Patient presents with emotional numbing, detachment. Impact on work and relationships noted.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018: Trauma-focused EMDR for PTSD — 8-12 sessions
"That phrase makes me crazy. It happens anytime I point out something to my husband that he needs to change, such as looking up from his iPad long enough for me to tell him the grandbaby almost pulled the shelf unit over or explaining to him that I got all the things he needs to bake a pie. Another e",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I am in high school and have been facing anxiety issues lately. Whenever I get close to being in a relationship, some kind of anxiety takes over and keeps me from the relationship. This anxiety causes me depression at times and even makes me want to vomit. While a semi-relationship should be joyous,",Medication Management,Anxiety,huggingface_counseling,
"My kid’s dad and I broke up two years ago. He still wants me back, and I just started to fall for him again. But our kids are with Child Protective Services: that’s why we broke up. He started to talk to other women, and he put his hands on me.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
What do you do when a therapist and a parent drugs a child and makes up lies in order to stop the other parent's custody visitation?,Medication Management,Anxiety,huggingface_counseling,
What are some difficulties that a counselor can encounter when dealing with a client?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I love my girlfriend so much. I get an erection even just thinking about her or seeing her. But the two times we tried to have sex I couldn't get an erection. We've only had sex once and it was a long time ago.    Why this is happening and what can I do about it?,Medication Management,Anxiety,huggingface_counseling,
"I no longer carry expressions on my face, and my emotions are decreasing the more I have fights with my fiancée.",Cognitive Behavioral Therapy,Depression,huggingface_counseling,
I'm  very depressed. How do I find someone to talk to?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"There are issues from my past that have me very heavily burdened in my heart. I've been torn for so many years and I need help so I can move on with my life.
   I experienced trauma when I was 8 years old and I did come out about it until I was 40.
   Now I know this is what's holding me back on my ",Cognitive Behavioral Therapy,PTSD,huggingface_counseling,
"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others.",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"I'm in my late 50s. I never loved or have been loved. I need deeper help than is offered in my small town, but I cannot leave this town because of agoraphobia. I find myself losing hope more and more. My brain barely works anymore, and my memory so small, I forget in a moment. I serve no purpose. I'",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with unexpected panic attacks, avoidance of places. Patient has tried self-management without success.",Exposure Therapy,Panic Disorder,clinical_knowledge_graph,NICE CG113: Exposure therapy for panic disorder with agoraphobia
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm a female freshman in high school, and this question is for my male best friend. At the start of freshman year, we dated for about a week before his parents ended it because they said he is too young to date. He has been dating a really sweet senior girl for a month or two. I have nothing against",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I feel like I hate myself physically and emotionally sometimes. How can I start accepting myself and be more confident?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have family issues, and my dad was both violent and a cheater.",Mindfulness-Based Therapy,Stress,huggingface_counseling,
"When my daughter is stressed about a silly thing from school, she starts crying and freaking out. She is a bright student, always has a 4.0, but I am afraid she is stressing too much. I’m afraid it’s going to break her. I don't know if I should get her to a doctor or someone because this is not norm",EMDR Therapy,Stress,huggingface_counseling,
"I want a secure relationship with someone that wants to be with me and who will actually put effort into it.
I seem to gravitate toward unavailable men and those that want intimacy and no relationship. I let men dictate and control me because they accuse me of being controlling. I let men emotional",Cognitive Behavioral Therapy,PTSD,huggingface_counseling,
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"My fiancé and I have been together for 3 years and our relationship has always been good. The only issue we had was that he felt like he wasn't getting enough sexual attention from me. 

I recently found out he cheated on me with another women.  He says he wants his family back but I'm confused on",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My husband and I had our first threesome recently. Everyone was drinking and he was on her more then me.    He and I talked about it afterwards and it made me feel better, and now I'm craving more of it. But before it gets close to happening I get this empty feeling. Why am I feeling this way?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"We’ve been together almost three years. We argue and he ends it by telling me he doesn’t love me. It's hurtful because I am all about resolving the problem, and he dwells on the issue even if I drop what he's done and just swallow my pride and say I am sorry. How can this be resolved? We have kids, ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
Every winter I find myself getting sad because of the weather. How can I fight this?,Medication Management,Anxiety,huggingface_counseling,
"Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with avoidance, survivor guilt.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018: Trauma-focused EMDR for PTSD — 8-12 sessions
"I am an international student, and it is my first semester in graduate school in the United States. I faced a cultural shock, and I was so depressed when I arrived here. My counselor in the university was my savior. He helped me a great deal. Now I am going back to my country for a vacation. I was t",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with avoidance, phobic stimulus, specific fear. Patient has tried self-management without success.",Exposure Therapy,Anxiety,clinical_knowledge_graph,APA Practice Guideline: In vivo exposure for specific phobia
"Patient presents with trembling, embarrassment, blushing, avoidance of social situations. Patient reports significant distress.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG159: CBT recommended for social anxiety disorder
"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"How do you know you have the right therapist for you?
 How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I know someone who is extremely sensitive to stress and very sensitive to a negative tone of voice. Sometimes during a disagreement he tells me that my communication is having a harmful impact on him. Once he believes I am being negative I can't seem to find a better way of communicating. In fact, i",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"Patient presents with chest tightness, fear of dying, heart palpitations, avoidance. Patient has tried self-management without success.",Exposure Therapy,Panic Disorder,clinical_knowledge_graph,NICE CG113: Panic disorder — CBT with interoceptive exposure is first-line
"Patient presents with agoraphobia, avoidance of places.",Exposure Therapy,Panic Disorder,clinical_knowledge_graph,NICE CG113: Exposure therapy for panic disorder with agoraphobia
"When my daughter is stressed about a silly thing from school, she starts crying and freaking out. She is a bright student, always has a 4.0, but I am afraid she is stressing too much. I’m afraid it’s going to break her. I don't know if I should get her to a doctor or someone because this is not norm",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I need to get on base to see my doctor. My ID card was in my wallet which was stolen. I’m unable to reach my husband at this time. He is only one who can take me on base in order to get a new ID so I can continue to see doctor. Is there anything I can do?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I don't know how else to explain it. All I can say is that I feel empty, I feel nothing.  How do I stop feeling this way?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Can a counselor take sides with one parent and allow a parent to order the child to tell the counselor ""every detail"" about what happened during the other parent’s visitation in order to help build a case for child custody?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm a guy. If I don't like girls, nor do I like guys, does that mean I'm gay?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I’m trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Is it normal for people to cry during therapy, or is it just me?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"She's busy because her mom makes her clean all the time and go out places with her family. We don't talk much because of it. Also, we have little fights. We want to work it out but we don't know how.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My mother and I have an okay relationship. I know she loves me unconditionally, and I love her the same. However, more times than not, I'm afraid to tell her anything personal because she either doesn't listen, she turns it around and makes everything about her, or she ignores things - even when the",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with lying awake, sleep onset difficulty, racing thoughts at night. This has persisted for several months.",Sleep Therapy,Insomnia,clinical_knowledge_graph,AASM 2021: CBT-I (Cognitive Behavioral Therapy for Insomnia) — first-line
"I am not sure if I am depressed. I don't know how to bring it up to my parents, and that makes me miserable.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with persistent low mood, loss of interest, fatigue. Previous episode resolved with therapy.",Cognitive Behavioral Therapy,Depression,clinical_knowledge_graph,NICE CG90: CBT recommended for mild-moderate depression
"How do you know you have the right therapist for you?
 How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"About 3 years ago or so I was skinny, but I was still ugly. I really do want to change that but I've tried 3 times. Now can I try but don't stop. At school I get bullied about my weight and my ugliness and I have been bullied my whole life that I believe them. How can I stop thinking about them and ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have a lot on my mind, but all I want to do is stay locked in my room and not socialize with anyone. Why do I feel so alone?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with attachment issues, self-criticism, early trauma. Patient has tried self-management without success.",Psychodynamic Therapy,Depression,clinical_knowledge_graph,NICE CG90: Short-term psychodynamic therapy for depression
"Patient presents with restlessness, muscle tension, excessive worry, uncontrollable worry. This has persisted for several months.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG113: CBT recommended as first-line psychological intervention for GAD
"Patient presents with medication side effects, chronic depression, treatment-resistant depression. Patient reports significant distress.",Medication Management,Depression,clinical_knowledge_graph,NICE CG90: Combination of antidepressant + psychological therapy
"Patient presents with irritability, muscle tension. Impact on work and relationships noted.",Mindfulness-Based Therapy,Anxiety,clinical_knowledge_graph,NICE CG113 Step 3: MBSR as alternative where CBT not available
"It's the way my mom said I was worth nothing, stupid, no point of being in school. I'm ""lazy little fat.""",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with anticipatory fear, unexpected panic attacks, avoidance of places, agoraphobia. Impact on work and relationships noted.",Exposure Therapy,Panic Disorder,clinical_knowledge_graph,NICE CG113: Exposure therapy for panic disorder with agoraphobia
"I am in my early 20s and I still live with my parents because I can't afford to live alone.
   My mother says that if I live under her roof I have to follow her rules. She is trying to control my life. What should I do?",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"I have been diagnosed with ADHD and experienced manic depression episodes.  I have problems with anger management.  Apparently, I also have an ODD, bipolar and split personality.  How can I be truly happy?",Cognitive Behavioral Therapy,Depression,huggingface_counseling,
"I am a young adult, and I was sexually assaulted by an older man when I was a teenager (which has really intensified the guilt/shame). However, I've been attracted to much older men since I was even younger than that.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I need to speak to someone about sexual addiction and binge eating immediately.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My mom and dad got divorced four years ago. I had to finish out the school year with my dad, and now they are deciding which place is best for me. I can't choose. How can I choose if I love both places?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I've worked with this guy for about three years now, and I knew the first time I saw him that I was attracted. Over time, he became a very dear friend, and we talked about our relationship problems, family, dreams, and so on. There was always flirtation with us, and one day pretty recently, it progr",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
My wife just last week said she wants a divorce and it's all sudden. I understand that marriages have their ups and downs but I don't understand why she can't tell me why she wants a divorce. Should I fight for my family (daughter and wife)?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I don't know what to say. I have never really known who I am.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"When my daughter is stressed about a silly thing from school, she starts crying and freaking out. She is a bright student, always has a 4.0, but I am afraid she is stressing too much. I’m afraid it’s going to break her. I don't know if I should get her to a doctor or someone because this is not norm",Sleep Therapy,Stress,huggingface_counseling,
"I am so terrified of having sex anymore because I have been told over and over that sex is dangerous even though me and my partner used both forms of protection. My partner is not happy about this and simply wants more sex, and honestly, I want to give that to her.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"For the past four weeks, I've been having nightmares and hearing voices telling me of horrible things. They're not random voices, but rather, the voices of those I care about.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with attachment issues, early trauma, recurrent depression, self-criticism. This has persisted for several months.",Psychodynamic Therapy,Depression,clinical_knowledge_graph,NICE CG90: Short-term psychodynamic therapy for depression
"They don't go away, and I feel like I'm going crazy. Does that ever stop? Can it be a symptom of medication?",Sleep Therapy,Anxiety,huggingface_counseling,
"Often times I find myself thinking scary thoughts and sometimes I even scare myself into thinking that something bad is going to happen to me. Once it starts, the thought continues going through my head and I can't get it out. How can I stop these thoughts?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I sleep a lot. Music changes my mood. I cry every Wednesday. My mind is like a maze that even I get lost in. I don't usually feel my true emotions, but instead, I get fake mirrored ones.",Sleep Therapy,Depression,huggingface_counseling,
"When my daughter is stressed about a silly thing from school, she starts crying and freaking out. She is a bright student, always has a 4.0, but I am afraid she is stressing too much. I’m afraid it’s going to break her. I don't know if I should get her to a doctor or someone because this is not norm",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with sadness, loss, bereavement, grief. No prior psychiatric history.",Psychodynamic Therapy,Depression,clinical_knowledge_graph,DSM-5: Prolonged grief disorder — psychodynamic or grief-focused therapy
"I keep feeling paralyzed and unsure during interviews. Previous jobs have fired me for lack of performance, and five employers have rejected me after extensive personality tests and interviews. I'm afraid of continuing because my depression is getting worse. I'm already humiliated working for temp a",Cognitive Behavioral Therapy,Depression,huggingface_counseling,
"Patient presents with adjustment disorder, loss, sadness, grief. Symptoms are affecting daily functioning.",Psychodynamic Therapy,Depression,clinical_knowledge_graph,DSM-5: Prolonged grief disorder — psychodynamic or grief-focused therapy
"My husband and I had our first threesome recently. Everyone was drinking and he was on her more then me. 

He and I talked about it afterwards and it made me feel better, and now I'm craving more of it. But before it gets close to happening I get this empty feeling. Why am I feeling this way?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I’ve been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very ",Mindfulness-Based Therapy,Anxiety,huggingface_counseling,
"I empathize so much, even with characters on tv or in video games, that I actually feel physical pain. This has made life difficult to say the least.
   I believe I have an actually case of something called hyper empathy disorder. But since it's such a new disorder I can't find any information about",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with sleep onset delay, concentration difficulties. Patient has tried self-management without success.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,DSM-5 GAD criteria + NICE step-care model
"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people (I prefer animals) they make me nervous and scared.
   I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My boyfriend and I have been dating for almost 2 years. I've been really sad lately and for the past few months I've realized I'm just way too dependent on him. It makes me really upset to be so dependent on someone else, but I can't help it. I don't even know who I am without him.
   How can I be l",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with pressure, deadline anxiety. Symptoms are affecting daily functioning.",Cognitive Behavioral Therapy,Stress,clinical_knowledge_graph,CBT for stress management: problem-solving + cognitive restructuring
"I'm dealing with imposter syndrome in graduate school.  I know that by all accounts I am a phenomenal graduate student, and that I am well-published.  I am well liked by students and faculty alike.  And yet I cannot shake the feeling that I'm going to be found out as a fraud. 

How can I get over ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with emotional depletion, exhaustion, work overload, burnout. Symptoms are affecting daily functioning.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,APA: Mindfulness-Based Stress Reduction (MBSR) for occupational burnout
"I'm concerned about my boyfriend. I suffer from anxiety, but I always have this feeling he wants to hurt me because he told me he was interested in BDSM intercourse. We haven't tried it, but I've had this feeling he always wants to.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I decided to stay and work it out. I just don’t want to sit on the couch. Other than that, I have been getting over the situation. I don't feel it is fair that she expects me to sit on that couch and won’t leave me alone about it. I can move on and continue to love, laugh, and play with my wife. I j",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I believe my partner has a masturbation and porn problem. He masturbates daily, even when I am lying in bed sleeping beside him. We have sex once a week. He is rough and worries about his needs. He never touches me, and treats me like a porn star, wanting to finish on my face or chest.",Sleep Therapy,Anxiety,huggingface_counseling,
"I have anger issues that have worsened over the years because I’ve never dealt with my emotions. My anger has never been expressed physically until the past year. My girlfriend has had to endure these episodes. I love her, and I think I’m about to lose her, if I already haven’t. I throw things at he",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm in my early 20s, and I've been seeing my boyfriend for a year now. My boyfriend has always been the sweetest guy until recently. He has made comments such as “you would look better as a Tumblr girl"" or ""you should start doing more squats."" It's really hurtful.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
My boyfriend and I have been going out for about a year. I suddenly find myself jealous when I see him talking to other girls. I have never been this way before. I don't like these feelings. He said that my jealousy would cause our relationship to have problems. I told him I can't help these feeling,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I want us all to get along, but feel that I am not being respected. Of course I do have some insecurities because he was with his ex for 8 years. He wants to see his step daughter and ex makes it so he has to go there to see her, but she doesn't want me around. She has a boyfriend, but mine fixes th",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I regret ever hurting her and they mean the world to me. But it feels like nothing I do seem to work.
I'll always love them no matter what and when I'm with them nothing else matters. I love them more then anything. I don't want another guy raising my kids.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
All we do is argue. We never agree on anything.,Cognitive Behavioral Therapy,Stress,huggingface_counseling,
How does a person start the counseling process?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with fear of dying, heart palpitations. Symptoms are affecting daily functioning.",Exposure Therapy,Panic Disorder,clinical_knowledge_graph,NICE CG113: Panic disorder — CBT with interoceptive exposure is first-line
"I found messages between my boyfriend and this girl on social media. He was asking her for naked pictures and then hung out with her once, but nothing happened. I didn’t find out about the messages until last month and that was six months after it happened. I can’t trust him anymore and I'm just won",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"I feel as though I'm suffering severe abandonment issues stemming from childhood. I convince myself I'm not worthy of happiness, and I’m always afraid I'm doing something wrong. It's as if I create little scenarios in my mind, and I start to believe them.",Cognitive Behavioral Therapy,PTSD,huggingface_counseling,
How does a counselor decide when to end counseling sessions or to terminate working with a client?,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Maybe this is a stupid question, but I sometimes don't know what's real or not. If feel at times like everyone's lying. How do I know if God is one of those lies?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with fear of losing control, dizziness. Previous episode resolved with therapy.",Cognitive Behavioral Therapy,Panic Disorder,clinical_knowledge_graph,Clark 1986 cognitive model of panic: CBT targets catastrophic misinterpretation
"My ex-wife married and used me to have a child. She now uses that child as a pawn. I know my child misses me, but I need to move on and not live in the past. How do I do this? Do I see my child as much as possible or very little? Is it more confusing for the child?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My husband and I have been married for seven years, and in that time, we have only had sex four or five times. Others have told me that most men would have left me by now. Honestly, I think I have a low sex drive or neither one of us actually knows what we are doing. I want to be better connected wi",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with derealization, depersonalization. No prior psychiatric history.",Cognitive Behavioral Therapy,Panic Disorder,clinical_knowledge_graph,Clark 1986 cognitive model of panic: CBT targets catastrophic misinterpretation
"Patient presents with fear of losing control, derealization, depersonalization. Patient reports significant distress.",Cognitive Behavioral Therapy,Panic Disorder,clinical_knowledge_graph,Clark 1986 cognitive model of panic: CBT targets catastrophic misinterpretation
"Whether it's to a guy or girl, I always feel insecure talking, and I am afraid of embarrassing myself and not being good enough. Even when I am walking, I worry about my appearance and facial expression and such.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm a male in my 20s. My girlfriend is in her late 30s. She's great. She's funny and smart, she has a big heart, and we have an excellent sex life. She recently moved in with me partially because she wanted to and partially because she had no place to go. We fight a lot. It’s mostly my fault, I must",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My parents seem okay with other sexualities, but normally they only talk about being gay. When they do talk about bisexuality, they say things like “they'll do anything” or things that make me very uncomfortable because I am bisexual. I don't know if I am ready to come out to them.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with combat trauma, complex PTSD, assault trauma. Previous episode resolved with therapy.",EMDR Therapy,PTSD,clinical_knowledge_graph,WHO 2013: EMDR recommended for PTSD in adults
"How do you know you have the right therapist for you?
 How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counse",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My mom and I have been fighting a lot now, and I just want a good relationship with her.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"A lot of times, I avoid situations where I am to meet new people because I have a fear of embarrassing myself. I often avoid large groups of people, like parties, because I think they all constantly judge me.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a li",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"Patient presents with persistent low mood, loss of interest. Previous episode resolved with therapy.",Cognitive Behavioral Therapy,Depression,clinical_knowledge_graph,NICE CG90: CBT recommended for mild-moderate depression
"Patient presents with specific fear, phobic stimulus, avoidance, anticipatory anxiety. Symptoms are affecting daily functioning.",Exposure Therapy,Anxiety,clinical_knowledge_graph,APA Practice Guideline: In vivo exposure for specific phobia
"Patient presents with screen use, sleep hygiene problems. Patient reports significant distress.",Sleep Therapy,Insomnia,clinical_knowledge_graph,AASM: Sleep hygiene education as component of CBT-I
"I'm being verbally abused on a daily basis by my parents in front of my child. I feel like I’m trapped and I have no escape. I feel like I have to listen to the horrible things they say and just take all of it.
   I need some way of learning how to cope with listening to it especially since I have n",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I was anxious to go to middle school. I was afraid of what people might say about me, so when school started, I wasn't acting like myself. I was quiet, which I'm usually not. I didn't talk to anybody and didn't have any friends. Then a few years later, my grandma died. I really became depressed and ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with emotional depletion, work overload. Symptoms are affecting daily functioning.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,APA: Mindfulness-Based Stress Reduction (MBSR) for occupational burnout
